Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Country,City,Quantity
435,US-2021-100930,9/8/2021,16/08/2021,Standard Class,ZC-21910,Nguyen Ngoc Hoa,Viet Nam,Dien Bien,1
436,US-2021-100930,9/8/2021,16/08/2021,Standard Class,ZC-21910,Pham Lan Anh,Viet Nam,Dong Nai,1
437,US-2021-100930,28/02/2021,4/3/2021,Standard Class,ZC-21910,Taylor Swift,Viet Nam,Dong Thap,1
438,CA-2021-160514,28/02/2021,4/3/2021,Standard Class,MS-17830,Dinh Tien Dat,Viet Nam,Gia Lai,1
439,CA-2020-157749,13/09/2020,17/09/2020,Standard Class,MS-17830,Hari Won,Viet Nam,Dong Nai,1
440,CA-2021-157749,7/4/2021,12/4/2021,Standard Class,LR-16915,Phi Thanh Van,Viet Nam,Ha Giang,1
441,CA-2021-157749,7/4/2021,12/4/2021,Standard Class,LR-16915,Nguyen Quang Hai,Viet Nam,Tp HCM,1
442,CA-2021-157749,7/4/2021,12/4/2021,Standard Class,LR-16915,Bui Truong Giang,Viet Nam,Ha Tinh,1
443,CA-2021-157749,7/4/2021,12/4/2021,Standard Class,LR-16915,Vo Hong Phuc,Viet Nam,Ha Noi,1
444,CA-2021-157749,7/4/2021,12/4/2021,Standard Class,TP-21130,Ly Thuong Kiet,Viet Nam,Hai Duong,1
445,CA-2021-157749,12/11/2021,16/11/2021,Standard Class,CK-12205,Ngo Quyen,Viet Nam,Ha Noi,1
446,CA-2021-131926,4/6/2021,9/6/2021,Standard Class,CG-12520,Do Chi Mai,Viet Nam,Ha Noi,1
447,CA-2021-131926,4/6/2021,9/6/2021,Second Class,MB-17305,Phan Van Truong,Viet Nam,Tp HCM,1
448,CA-2021-131926,4/6/2021,9/6/2021,Second Class,BS-11755,Truong Duc Dung,Viet Nam,Hau Giang,1
449,CA-2021-131926,4/6/2021,9/6/2021,Second Class,BS-11755,Pham Nhat Vuong,Viet Nam,Hau Giang,1
450,CA-2021-131926,4/6/2021,9/6/2021,Second Class,LC-17140,Nguyen Thi Phuong Thao,Viet Nam,Lai Chau,1
451,CA-2021-154739,4/6/2021,9/6/2021,Second Class,HK-14890,Doan Nguyen Duc,Viet Nam,Ha Noi,1
452,CA-2021-145625,4/6/2021,9/6/2021,Second Class,LE-16810,Nguyen Anh Vien,Viet Nam,Lai Chau,1
453,CA-2020-145625,1/6/2020,6/6/2020,Second Class,JH-15985,Tran Khoi My,Viet Nam,Tp HCM,1
454,CA-2020-146941,1/6/2020,6/6/2020,Second Class,JH-15985,Mai Hong Ngoc,Viet Nam,Ha Noi,1
455,CA-2020-146941,1/6/2020,6/6/2020,Second Class,JH-15985,Phan My Tam,Viet Nam,Khanh Hoa,1
456,US-2020-159982,1/6/2020,6/6/2020,Second Class,JH-15985,Dang Tuan Anh,Viet Nam,Kien Giang,1
457,US-2020-159982,1/6/2020,6/6/2020,Second Class,JH-15985,Hoang Duc Anh,Viet Nam,Lai Chau,1
458,US-2021-159982,10/12/2021,15/12/2021,Second Class,MS-17980,Mac Trung Duc,Viet Nam,Tp HCM,1
459,US-2021-159982,11/9/2021,17/09/2021,Second Class,VW-21775,Vu Huong Giang,Viet Nam,Son La,1
460,CA-2021-163139,11/9/2021,17/09/2021,Standard Class,VW-21775,Nguyen Thi Ngan Ha,Viet Nam,Son La,1
461,CA-2021-163139,10/12/2021,13/12/2021,Standard Class,VW-21775,Tran Thi Hao,Viet Nam,Quang Binh,1
462,CA-2021-163139,10/12/2021,13/12/2021,First Class,VW-21775,Vu Minh Thu,Viet Nam,Ha Noi,1
463,US-2021-155299,28/11/2021,4/12/2021,First Class,VW-21775,Dao Duy Thai,Viet Nam,Thai Nguyen,1
464,US-2021-106992,28/11/2021,4/12/2021,Standard Class,JH-15910,Dinh Phu Sang,Viet Nam,Vinh Long,1
465,US-2021-106992,28/11/2021,4/12/2021,Standard Class,JH-15910,Nguyen Tuyet Anh Nhi,Viet Nam,Tay Ninh,1
466,CA-2021-125318,28/11/2021,4/12/2021,Standard Class,JB-15925,Nguyen Tuan Hung,Viet Nam,Ha Noi,1
467,CA-2021-155040,1/12/2021,3/12/2021,Standard Class,JB-15925,Tran Duc Hung,Viet Nam,Vinh Phuc,1
468,CA-2021-136826,1/12/2021,3/12/2021,Second Class,JB-15925,Nguyen Tien Hung,Viet Nam,Vinh Phuc,1
469,CA-2021-111010,1/12/2021,3/12/2021,Second Class,JB-15925,Le Nguyen Dieu Huong,Viet Nam,Yen Bai,1
470,US-2021-145366,8/6/2021,12/6/2021,Second Class,JB-15925,Nguyen Huu Ngoc Khanh,Viet Nam,Yen Bai,1
471,US-2020-145366,19/09/2020,21/09/2020,Standard Class,JB-15925,Bui Nam Khanh,Viet Nam,Yen Bai,1
472,CA-2020-163979,19/09/2020,21/09/2020,Second Class,DS-13180,Dinh Ngoc Khanh,Viet Nam,Ha Noi,1
473,CA-2021-155334,6/6/2021,13/06/2021,Second Class,DS-13180,Ho Nguyen Minh Khue,Viet Nam,Tuyen Quang,1
474,CA-2021-155334,10/11/2021,15/11/2021,Standard Class,DS-13180,Pham Vu Diep Lam,Viet Nam,Quang Tri,1
475,CA-2021-155334,16/06/2021,20/06/2021,Standard Class,VD-21670,Dinh Hoang Tung Lam,Viet Nam,Can Tho,1
476,CA-2021-118136,22/01/2021,28/01/2021,Standard Class,VD-21670,Le Quang Long,Viet Nam,Tp HCM,1
477,CA-2021-118136,9/12/2021,13/12/2021,Standard Class,EA-14035,Pham Thi Phuong Mai,Viet Nam,Tp HCM,1
478,CA-2021-132976,9/12/2021,13/12/2021,Standard Class,CS-12400,Le Tran Tuan Minh,Viet Nam,Tp HCM,1
479,CA-2021-132976,28/12/2021,2/1/2021,Standard Class,CS-12400,Nguyen Thi Bich Ngoc,Viet Nam,Can Tho,1
480,CA-2021-132976,30/07/2021,31/07/2021,Second Class,CS-12400,Le Trung Nguyon,Viet Nam,Hai Phong,1
481,CA-2021-132976,30/07/2021,31/07/2021,First Class,CS-12400,Le Quynh Nhi,Viet Nam,Binh Phuoc,1
482,US-2021-161991,30/07/2021,31/07/2021,First Class,CS-12400,Ha Duy Anh ,Viet Nam,Ha Noi,1
483,US-2021-161991,16/09/2021,17/09/2021,First Class,DB-13120,Dong Duc Anh ,Viet Nam,Bac Lieu,1
484,CA-2021-130890,16/09/2021,17/09/2021,First Class,KL-16645,Vu Ngon Anh ,Viet Nam,Dong Thap,1
485,CA-2021-130883,13/10/2021,17/10/2021,First Class,KL-16645,Tran Mai Quynh Anh,Viet Nam,Dong Thap,1
486,CA-2021-130883,13/10/2021,17/10/2021,Standard Class,KL-16645,Nguyen Thi Tung Chi,Viet Nam,Lang Son,1
487,CA-2021-130883,13/10/2021,17/10/2021,Standard Class,KL-16645,Pham Quang Dung,Viet Nam,Hau Giang,1
488,CA-2021-112697,13/10/2021,17/10/2021,Standard Class,KL-16645,Nguyen Tung Duong,Viet Nam,Ha Noi,1
489,CA-2021-112697,26/09/2021,28/09/2021,Standard Class,KL-16645,Pham Duc Dat ,Viet Nam,Hoa Binh,1
490,CA-2021-112697,26/09/2021,28/09/2021,Second Class,KL-16645,Nguyen Hai Dung ,Viet Nam,Hung Yen,1
491,CA-2021-110772,2/11/2021,6/11/2021,Second Class,DW-13480,Nguyen Duy Duc,Viet Nam,Khanh Hoa,1
492,CA-2021-110772,26/09/2021,2/10/2021,Standard Class,DW-13480,Nguyen Vu Minh Duc,Viet Nam,Bac Kan,1
493,CA-2021-110772,26/09/2021,2/10/2021,Standard Class,DW-13480,Trinh Viet Duc,Viet Nam,Ha Noi,1
494,CA-2021-110772,26/09/2021,2/10/2021,Standard Class,DW-13480,Luu Huong Giang,Viet Nam,Ha Noi,1
495,CA-2021-111451,18/12/2021,20/12/2021,Standard Class,DW-13480,Quan Gia Hon ,Viet Nam,Nam Dinh,1
496,CA-2021-111451,18/12/2021,20/12/2021,Second Class,LH-17155,Nguyen Trong Hieu ,Viet Nam,Nghe An,1
497,CA-2021-111451,18/12/2021,20/12/2021,Second Class,KC-16540,Nguyen Quang Hung,Viet Nam,Ninh Binh,1
498,CA-2021-111451,20/11/2021,24/11/2021,Second Class,KC-16540,Tran Gia Huy,Viet Nam,Ha Noi,1
499,CA-2021-111451,20/11/2021,24/11/2021,Second Class,DL-13315,Dang Vu Huy,Viet Nam,Ha Noi,1
500,CA-2021-142545,20/11/2021,24/11/2021,Second Class,DL-13315,Pham Ngoc Huyen,Viet Nam,Ha Noi,1
501,CA-2021-142545,20/11/2021,24/11/2021,Second Class,DR-12880,Tran Ngoc Khanh,Viet Nam,Ha Noi,1
502,CA-2020-142545,26/12/2020,28/12/2020,Second Class,DR-12880,Bui Duc Kien ,Viet Nam,Gia Lai,1
503,CA-2020-142545,26/12/2020,28/12/2020,First Class,DR-12880,Bui Hai Lam ,Viet Nam,Gia Lai,1
504,CA-2020-142545,26/12/2020,28/12/2020,First Class,DR-12880,Duong Khanh Linh,Viet Nam,Ha Tinh,1
505,US-2020-152380,26/12/2020,28/12/2020,First Class,CC-12670,Tran Huy Hoang Linh,Viet Nam,Da Nang,1
506,CA-2020-144253,26/12/2020,28/12/2020,First Class,CC-12670,Tran Nhat Long,Viet Nam,Ha Noi,1
507,CA-2021-130960,28/10/2021,3/11/2021,First Class,CC-12670,Tran Duc Luong,Viet Nam,Khanh Hoa,1
508,CA-2021-111003,28/10/2021,3/11/2021,Standard Class,Dl-13600,Nguyen Duc Minh,Viet Nam,Kien Giang,1
509,CA-2021-111003,28/10/2021,3/11/2021,Standard Class,SB-20290,Doan Hai Minh,Viet Nam,Kon Tum,1
510,CA-2021-126774,28/10/2021,3/11/2021,Standard Class,SB-20290,Mai Xuan Minh ,Viet Nam,Ha Noi,1
511,CA-2021-142902,28/10/2021,3/11/2021,Standard Class,RC-19825,Bui Xuan Nam ,Viet Nam,Long An,1
512,CA-2021-142902,19/11/2021,23/11/2021,Standard Class,AH-10210,Bui Khanh Ngoc ,Viet Nam,Nam Dinh,1
513,CA-2021-142902,4/5/2021,9/5/2021,Standard Class,CB-12535,Mai Phuong Ngoc ,Viet Nam,Da Nang,1
514,CA-2020-142902,30/12/2020,4/1/2021,Second Class,PG-18895,Nguyen Yen Nhi ,Viet Nam,Da Nang,1
515,CA-2020-120887,1/6/2020,6/6/2020,Standard Class,CA-12310,Dinh Ngoc Quynh Nhu,Viet Nam,Ha Noi,1
516,CA-2020-167850,1/6/2020,6/6/2020,Standard Class,CA-12310,Nguyen Minh Phuong,Viet Nam,Quang Tri,1
517,CA-2021-167850,15/04/2021,17/04/2021,Standard Class,KH-16690,Nguyen Minh Quan ,Viet Nam,Soc Trang,1
518,CA-2021-164259,12/9/2021,14/09/2021,First Class,HA-14920,Nguyen Thuy Quynh ,Viet Nam,Da Nang,1
519,CA-2021-164973,12/9/2021,14/09/2021,Second Class,HA-14920,Le Thi Minh Tam ,Viet Nam,Da Nang,1
520,CA-2021-164973,12/9/2021,14/09/2021,Second Class,HA-14920,Hoang Duc Thanh,Viet Nam,Ha Noi,1
521,CA-2021-164973,12/9/2021,14/09/2021,Second Class,BB-10990,Nguyen Duc Thien,Viet Nam,Ha Noi,1
522,CA-2020-164973,27/09/2020,3/10/2020,Second Class,BB-10990,Pham Thi Thu Trang,Viet Nam,Thai Nguyen,1
523,CA-2020-164973,9/8/2020,16/08/2020,Standard Class,AG-10495,Vu Hai Ha An,Viet Nam,Thanh Hoa,1
524,CA-2020-156601,9/8/2020,16/08/2020,Standard Class,AG-10495,Pham The An,Viet Nam,Da Nang,1
525,CA-2020-162138,28/12/2020,30/12/2020,Standard Class,AG-10495,Nguyen Tu Lan Anh,Viet Nam,Da Nang,1
526,CA-2020-162138,4/11/2020,9/11/2020,First Class,AG-10495,Tran Hoang Anh,Viet Nam,Da Nang,1
527,CA-2020-153339,4/11/2020,9/11/2020,Standard Class,SC-20725,Pham Truc Anh,Viet Nam,Ha Noi,1
528,US-2020-141544,4/11/2020,9/11/2020,Standard Class,SC-20725,Nguyen Thuy Anh,Viet Nam,Ha Noi,1
529,US-2020-141544,4/11/2020,9/11/2020,Standard Class,JO-15280,Nguyen Thao Anh,Viet Nam,Tay Ninh,1
530,US-2020-141544,4/11/2020,9/11/2020,Standard Class,TB-21520,Doan Duy Bao,Viet Nam,Thai Binh,1
531,US-2020-141544,19/09/2020,24/09/2020,Standard Class,TB-21520,Le Thuy Chi,Viet Nam,Thai Nguyen,1
532,US-2021-141544,23/04/2021,27/04/2021,Standard Class,TB-21520,Tran Viet Cuong,Viet Nam,Thanh Hoa,1
533,US-2021-150147,23/04/2021,27/04/2021,Standard Class,AH-10195,Duong Minh Dung,Viet Nam,Da Nang,1
534,US-2021-150147,3/11/2021,5/11/2021,Standard Class,AH-10195,Lo Sy Dung,Viet Nam,Da Nang,1
535,US-2021-150147,30/08/2021,1/9/2021,Second Class,AH-10195,Nguyen The Duy,Viet Nam,Hai Phong,1
536,CA-2021-137946,30/08/2021,1/9/2021,First Class,NZ-18565,Nguyen Ngoc Ha,Viet Nam,Phu Yen,1
537,CA-2021-137946,30/08/2021,1/9/2021,First Class,NZ-18565,Nguyen Duc Gia Hoa,Viet Nam,Thai Nguyen,1
538,CA-2021-137946,30/08/2021,1/9/2021,First Class,NZ-18565,Dao Thanh Huy,Viet Nam,Ha Noi,1
539,CA-2021-129924,30/08/2021,1/9/2021,First Class,NZ-18565,Dao Nguyen Gia Huy,Viet Nam,Lam Dong,1
540,CA-2021-129924,25/04/2021,29/04/2021,First Class,KL-16555,Nguyen Huu Binh Hung,Viet Nam,Da Nang,1
541,CA-2021-128167,25/04/2021,29/04/2021,Second Class,KL-16555,Le Hoang Hung,Viet Nam,Hai Phong,1
542,CA-2021-122336,25/04/2021,29/04/2021,Second Class,KL-16555,Doan Vinh Hung,Viet Nam,Khanh Hoa,1
543,CA-2021-122336,1/9/2021,4/9/2021,Second Class,KL-16555,Dang Huu Khanh,Viet Nam,Ha Noi,1
544,CA-2021-122336,1/9/2021,4/9/2021,Second Class,KL-16555,Bui Nam Khanh,Viet Nam,Tp HCM,1
545,CA-2021-122336,1/9/2021,4/9/2021,Second Class,JD-15895,Vu Thien Khiem,Viet Nam,Tp HCM,1
546,US-2020-120712,12/7/2020,17/07/2020,Second Class,JD-15895,Doan Ba Khuyen,Viet Nam,Tp HCM,1
547,CA-2020-169901,12/7/2020,17/07/2020,Standard Class,JD-15895,Tran Phuong Linh,Viet Nam,Da Nang,1
548,CA-2021-134306,22/06/2021,26/06/2021,Standard Class,JD-15895,Vu Tu Linh,Viet Nam,Tp HCM,1
549,CA-2020-134306,13/04/2020,17/04/2020,Second Class,JD-15895,Do Vu Ngoc Linh,Viet Nam,Tp HCM,1
550,CA-2020-134306,13/04/2020,17/04/2020,Second Class,JH-15910,Hoang Phuong Linh,Viet Nam,Ha Noi,1
551,CA-2020-129714,13/04/2020,17/04/2020,Second Class,AS-10225,Hoang Le Minh Long,Viet Nam,Tp HCM,1
552,CA-2020-129714,13/04/2020,17/04/2020,Second Class,KB-16600,Ng Thi Ngoc Luong,Viet Nam,Tp HCM,1
553,CA-2021-129714,20/12/2021,24/12/2021,Second Class,CR-12625,Nguyen Nhu Mai,Viet Nam,Da Nang,1
554,CA-2021-129714,15/06/2021,19/06/2021,Standard Class,CR-12625,Hoàng Duy Minh,Viet Nam,Tp HCM,1
555,CA-2021-129714,8/7/2021,12/7/2021,Standard Class,SH-20395,Vu Dang Khanh My,Viet Nam,Ha Noi,1
556,CA-2021-138520,8/7/2021,12/7/2021,Standard Class,BP-11185,Vu Ngoc Hieu Ngan,Viet Nam,Tp HCM,1
557,CA-2021-138520,8/7/2021,12/7/2021,Standard Class,BP-11185,Ha Huy Tung Nguyen,Viet Nam,Tp HCM,1
558,CA-2021-138520,1/9/2021,3/9/2021,Standard Class,BP-11185,Pham Bo Phu,Viet Nam,Ha Noi,1
559,CA-2021-138520,1/9/2021,3/9/2021,First Class,BP-11185,Hoang The Quang,Viet Nam,Ha Noi,1
560,CA-2021-130001,1/9/2021,3/9/2021,First Class,TS-21205,Tran Bao Thy,Viet Nam,Ha Noi,1
561,CA-2021-155698,1/9/2021,3/9/2021,First Class,AG-10525,Quan Huu Toan,Viet Nam,Tien Giang,1
562,CA-2021-155698,1/9/2021,3/9/2021,First Class,AG-10525,Nguyen Viet Trinh,Viet Nam,Thanh Hoa,1
563,CA-2021-144904,8/4/2021,13/04/2021,First Class,SP-20860,Do Phuc Hieu Tue,Viet Nam,Nam Dinh,1
564,CA-2021-144904,8/4/2021,13/04/2021,Standard Class,NM-18445,Pham Duy Tung,Viet Nam,Da Nang,1
565,CA-2021-144904,8/4/2021,13/04/2021,Standard Class,NM-18445,Vu Dang Hoang Vu,Viet Nam,Nam Dinh,1
566,CA-2021-144904,8/4/2021,13/04/2021,Standard Class,NM-18445,Tran Quynh Anh,Viet Nam,Thanh Hoa,1
567,CA-2021-123344,23/04/2021,28/04/2021,Standard Class,NM-18445,Tu Thành Bach,Viet Nam,Dong Thap,1
568,CA-2021-155516,8/3/2021,11/3/2021,Standard Class,NM-18445,Le Minh Chau,Viet Nam,Gia Lai,1
569,CA-2021-155516,8/3/2021,11/3/2021,First Class,FA-14230,Ng. Hoang Tien  Dung,Viet Nam,Ha Giang,1
570,CA-2021-155516,25/09/2021,1/10/2021,First Class,GK-14620,Do Thuy Duong,Viet Nam,Ha Noi,1
571,CA-2021-155516,25/09/2021,1/10/2021,Standard Class,GK-14620,Vu Ba Dai,Viet Nam,Ha Noi,1
572,CA-2021-104745,25/09/2021,1/10/2021,Standard Class,DJ-13510,Tran Tuan Dat,Viet Nam,Ha Noi,1
573,CA-2021-104745,25/09/2021,1/10/2021,Standard Class,PO-18850,Vu Nhon Duc,Viet Nam,Ha Noi,1
574,US-2020-119137,24/09/2020,29/09/2020,Standard Class,PO-18850,Tran Minh Duc,Viet Nam,Ha Noi,1
575,US-2021-119137,21/10/2021,21/10/2021,Standard Class,PO-18850,Nguyen Dinh Duc,Viet Nam,Ha Noi,1
576,US-2021-119137,21/10/2021,21/10/2021,Same Day,PO-18850,Luong Tran Bao Ha,Viet Nam,Hai Duong,1
577,US-2021-119137,21/10/2021,21/10/2021,Same Day,PO-18850,Pham Nguyen Bao Han,Viet Nam,Thanh Hoa,1
578,US-2021-134656,21/10/2021,21/10/2021,Same Day,JL-15850,Vu Minh Hoang,Viet Nam,Hai Duong,1
579,US-2021-134481,29/05/2021,4/6/2021,Same Day,JL-15850,Tran Quoc Khanh,Viet Nam,Da Nang,1
580,CA-2021-130792,29/05/2021,4/6/2021,Standard Class,JL-15850,Le Nguyen Hà Linh,Viet Nam,Son La,1
581,CA-2020-130792,23/07/2020,27/07/2020,Standard Class,DB-13615,Nguyen Thi Phuong Linh,Viet Nam,Ha Noi,1
582,CA-2020-130792,23/07/2020,27/07/2020,Standard Class,DB-13615,Le Minh Long,Viet Nam,Ha Noi,1
583,CA-2020-134775,23/07/2020,27/07/2020,Standard Class,DB-13615,La Hien Minh,Viet Nam,Ha Noi,1
584,CA-2020-134775,23/07/2020,27/07/2020,Standard Class,AC-10420,Pham Tran Hoang Minh,Viet Nam,Ha Noi,1
585,CA-2021-125395,28/09/2021,1/10/2021,Standard Class,AC-10420,Nguyen Trung Nghia,Viet Nam,Son La,1
586,US-2021-168935,27/08/2021,1/9/2021,First Class,KL-16645,Nguyen Thi Minh Ngoc,Viet Nam,Thanh Hoa,1
587,US-2021-168935,28/04/2021,5/5/2021,Standard Class,JD-15895,Pham Minh Nhat,Viet Nam,Son La,1
588,CA-2021-122756,28/04/2021,5/5/2021,Standard Class,JD-15895,Pham Nhien Khanh Nhi,Viet Nam,Ha Noi,1
589,CA-2021-122756,28/04/2021,5/5/2021,Standard Class,JD-15895,Nguyen Hoang Bao Nhi,Viet Nam,An Giang,1
590,CA-2021-115973,28/10/2021,29/10/2021,Standard Class,JD-15895,Cao Nguyen Bao Phuc,Viet Nam,An Giang,1
591,CA-2021-101798,28/10/2021,29/10/2021,First Class,CS-12130,Hoang Gia Trong Phuc,Viet Nam,Ha Noi,1
592,CA-2021-101798,26/06/2021,29/06/2021,First Class,CC-12550,Nguyen Dang Quang,Viet Nam,Ha Noi,1
593,US-2021-135972,27/11/2021,2/12/2021,Second Class,TD-20995,Dao Thien Anh Quan,Viet Nam,Ha Noi,1
594,US-2021-135972,27/11/2021,2/12/2021,Standard Class,TD-20995,Nguyen Duc Toan,Viet Nam,Thua Thien Hue,1
595,US-2021-134971,3/12/2021,7/12/2021,Standard Class,TD-20995,Tu Ngoc Trang,Viet Nam,Lai Chau,1
596,CA-2021-102946,3/12/2021,7/12/2021,Standard Class,AB-10060,Luong Le Ngoc BaoTran,Viet Nam,Da Nang,1
597,CA-2020-165603,24/11/2020,26/11/2020,Standard Class,AB-10060,Nguyen Minh Triet,Viet Nam,Thua Thien Hue,1
598,CA-2021-165603,11/12/2021,15/12/2021,First Class,AB-10060,Nguyen Trung Truc,Viet Nam,Dien Bien,1
599,CA-2021-122259,11/12/2021,15/12/2021,Standard Class,AB-10060,Do Minh Tuan,Viet Nam,Dien Bien,1
600,CA-2020-108987,21/09/2020,23/09/2020,Standard Class,AB-10060,Nguyen Hoang Tung,Viet Nam,Can Tho,1
